# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
2420at7088	Complete	HiC_scaffold_16	5244380	5257643	1151.5	874	https://www.orthodb.org/v10?query=2420at7088	uncharacterized protein LOC101739869
2421at7088	Complete	HiC_scaffold_21	6389461	6398544	1014.7	531	https://www.orthodb.org/v10?query=2421at7088	dynein intermediate chain 2, ciliary
2424at7088	Complete	HiC_scaffold_18	9796990	9805866	1315.6	657	https://www.orthodb.org/v10?query=2424at7088	polycomb protein Pcl
2428at7088	Complete	HiC_scaffold_30	2772417	2793804	1171.8	579	https://www.orthodb.org/v10?query=2428at7088	ecotropic viral integration site 5 ortholog isoform X1
2432at7088	Complete	HiC_scaffold_10	6771885	6794056	1286.1	749	https://www.orthodb.org/v10?query=2432at7088	MLX-interacting protein
2434at7088	Complete	HiC_scaffold_10	5801651	5810823	1349.0	712	https://www.orthodb.org/v10?query=2434at7088	serine/threonine-protein kinase fused
2435at7088	Complete	HiC_scaffold_20	2322260	2331237	984.9	1116	https://www.orthodb.org/v10?query=2435at7088	probable serine/threonine-protein kinase kinX isoform X1
2440at7088	Complete	HiC_scaffold_10	8217982	8225632	1113.5	513	https://www.orthodb.org/v10?query=2440at7088	mitochondrial Rho GTPase isoform X1
2442at7088	Complete	HiC_scaffold_30	16866450	16875926	1020.2	645	https://www.orthodb.org/v10?query=2442at7088	SET and MYND domain-containing protein 4-like
2447at7088	Complete	HiC_scaffold_6	149467	161416	1126.2	631	https://www.orthodb.org/v10?query=2447at7088	muscarinic acetylcholine receptor M5
2448at7088	Complete	HiC_scaffold_30	12890003	12931394	1397.5	1135	https://www.orthodb.org/v10?query=2448at7088	Polyhomeotic
2449at7088	Complete	HiC_scaffold_11	4150361	4153251	863.4	446	https://www.orthodb.org/v10?query=2449at7088	F-box only protein 42
2451at7088	Complete	HiC_scaffold_20	246879	272373	1338.5	685	https://www.orthodb.org/v10?query=2451at7088	SWI/SNF complex subunit SMARCC2 isoform X1
2452at7088	Complete	HiC_scaffold_12	5403040	5416900	1204.7	633	https://www.orthodb.org/v10?query=2452at7088	exocyst complex component 5
2453at7088	Complete	HiC_scaffold_1	4269702	4279810	1162.7	654	https://www.orthodb.org/v10?query=2453at7088	uncharacterized protein LOC106140823
2454at7088	Complete	HiC_scaffold_26	5904475	5925910	999.1	555	https://www.orthodb.org/v10?query=2454at7088	DNA helicase MCM8-like
2455at7088	Complete	HiC_scaffold_10	2962614	2984963	1158.4	671	https://www.orthodb.org/v10?query=2455at7088	dnaJ homolog subfamily C member 16
2456at7088	Complete	HiC_scaffold_14	491715	504234	864.4	545	https://www.orthodb.org/v10?query=2456at7088	uncharacterized protein LOC106105087
2459at7088	Complete	HiC_scaffold_12	9714520	9725918	1000.4	579	https://www.orthodb.org/v10?query=2459at7088	conserved oligomeric Golgi complex subunit 2
2460at7088	Complete	HiC_scaffold_14	2648160	2660668	1039.1	615	https://www.orthodb.org/v10?query=2460at7088	protein MCM10 homolog
2461at7088	Complete	HiC_scaffold_12	7520591	7535559	992.8	558	https://www.orthodb.org/v10?query=2461at7088	ecdysteroid-phosphate phosphatase
2465at7088	Complete	HiC_scaffold_29	8840205	8856948	1308.4	736	https://www.orthodb.org/v10?query=2465at7088	protein inturned-like
2469at7088	Complete	HiC_scaffold_19	314043	325728	947.4	607	https://www.orthodb.org/v10?query=2469at7088	uncharacterized protein LOC105392611
2470at7088	Complete	HiC_scaffold_24	11241329	11263949	911.6	420	https://www.orthodb.org/v10?query=2470at7088	uncharacterized protein LOC111347815
2475at7088	Complete	HiC_scaffold_29	2413308	2426845	1101.4	556	https://www.orthodb.org/v10?query=2475at7088	Transferrin
2481at7088	Complete	HiC_scaffold_21	1522187	1534727	1285.8	1075	https://www.orthodb.org/v10?query=2481at7088	uncharacterized protein LOC106139737
2482at7088	Complete	HiC_scaffold_9	5658296	5661023	786.0	422	https://www.orthodb.org/v10?query=2482at7088	uncharacterized protein LOC106143478
2483at7088	Complete	HiC_scaffold_8	5965478	5977615	715.2	359	https://www.orthodb.org/v10?query=2483at7088	protein neuralized isoform X1
2486at7088	Complete	HiC_scaffold_24	8740352	8791313	938.6	490	https://www.orthodb.org/v10?query=2486at7088	serine/threonine-protein kinase unc-51
2490at7088	Complete	HiC_scaffold_12	9375997	9384250	1157.8	1064	https://www.orthodb.org/v10?query=2490at7088	uncharacterized protein LOC110991990
2496at7088	Complete	HiC_scaffold_27	5759698	5789471	1097.0	606	https://www.orthodb.org/v10?query=2496at7088	angiotensin-converting enzyme-like
2497at7088	Complete	HiC_scaffold_7	13577302	13586568	1172.9	690	https://www.orthodb.org/v10?query=2497at7088	importin-13
2498at7088	Complete	HiC_scaffold_4	2702047	2709705	1077.4	494	https://www.orthodb.org/v10?query=2498at7088	DET1 homolog
2501at7088	Complete	HiC_scaffold_16	2023490	2050075	942.6	591	https://www.orthodb.org/v10?query=2501at7088	tRNA (cytosine(34)-C(5))-methyltransferase
2504at7088	Complete	HiC_scaffold_25	6527559	6535634	1303.2	803	https://www.orthodb.org/v10?query=2504at7088	uncharacterized protein LOC111362345
2507at7088	Complete	HiC_scaffold_23	2604402	2628674	626.5	425	https://www.orthodb.org/v10?query=2507at7088	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
2509at7088	Complete	HiC_scaffold_21	6691445	6702663	987.7	556	https://www.orthodb.org/v10?query=2509at7088	gamma-tubulin complex component 4
2510at7088	Complete	HiC_scaffold_30	4688008	4704706	987.3	544	https://www.orthodb.org/v10?query=2510at7088	protein disulfide-isomerase A5
2517at7088	Complete	HiC_scaffold_26	7768944	7776779	1175.1	562	https://www.orthodb.org/v10?query=2517at7088	Polyadenylate-binding protein
2518at7088	Complete	HiC_scaffold_3	9147914	9156267	959.0	520	https://www.orthodb.org/v10?query=2518at7088	uncharacterized protein LOC110992939
2519at7088	Complete	HiC_scaffold_30	12330822	12345296	953.3	435	https://www.orthodb.org/v10?query=2519at7088	USP6 N-terminal-like protein
2522at7088	Complete	HiC_scaffold_26	1743071	1756692	198.3	272	https://www.orthodb.org/v10?query=2522at7088	Oxysterol binding protein
2523at7088	Complete	HiC_scaffold_23	9998625	10002389	1158.7	602	https://www.orthodb.org/v10?query=2523at7088	uncharacterized protein LOC106120792
2527at7088	Complete	HiC_scaffold_16	5056022	5070052	1046.2	529	https://www.orthodb.org/v10?query=2527at7088	Phosphoenolpyruvate carboxykinase
2528at7088	Complete	HiC_scaffold_4	11530306	11546310	1096.3	578	https://www.orthodb.org/v10?query=2528at7088	uncharacterized protein LOC106142005
2529at7088	Complete	HiC_scaffold_13	9814221	9823692	1067.0	655	https://www.orthodb.org/v10?query=2529at7088	zinc finger protein 598
2530at7088	Complete	HiC_scaffold_10	8246511	8258116	975.3	604	https://www.orthodb.org/v10?query=2530at7088	MICAL-like protein 1 isoform X1
2535at7088	Complete	HiC_scaffold_24	8880896	8897351	872.0	671	https://www.orthodb.org/v10?query=2535at7088	probable RNA-binding protein 19
2543at7088	Complete	HiC_scaffold_18	4772167	4774173	1053.0	552	https://www.orthodb.org/v10?query=2543at7088	HBS1-like protein
2545at7088	Complete	HiC_scaffold_26	7138797	7154222	1082.0	553	https://www.orthodb.org/v10?query=2545at7088	very long-chain-fatty-acid--CoA ligase bubblegum-like isoform X1
2546at7088	Complete	HiC_scaffold_27	13564443	13569292	990.4	566	https://www.orthodb.org/v10?query=2546at7088	uncharacterized protein LOC106102624
2547at7088	Complete	HiC_scaffold_29	10510842	10523936	1134.3	666	https://www.orthodb.org/v10?query=2547at7088	uncharacterized protein LOC106105676
2548at7088	Complete	HiC_scaffold_22	5697595	5726578	591.9	346	https://www.orthodb.org/v10?query=2548at7088	uncharacterized protein LOC106130779
2552at7088	Complete	HiC_scaffold_6	13740100	13752299	1164.0	635	https://www.orthodb.org/v10?query=2552at7088	zinc finger protein 1 isoform X1
2553at7088	Complete	HiC_scaffold_18	4784487	4802016	1131.7	1147	https://www.orthodb.org/v10?query=2553at7088	uncharacterized protein LOC110997125
2554at7088	Missing
2557at7088	Missing
2560at7088	Complete	HiC_scaffold_29	2455693	2468832	1151.3	593	https://www.orthodb.org/v10?query=2560at7088	LETM1 and EF-hand domain-containing protein 1, mitochondrial
2563at7088	Complete	HiC_scaffold_19	4678762	4711665	824.9	450	https://www.orthodb.org/v10?query=2563at7088	probable nuclear hormone receptor HR3 isoform X1
2566at7088	Complete	HiC_scaffold_25	8296417	8306243	1257.0	618	https://www.orthodb.org/v10?query=2566at7088	polycomb protein suz12-B
2568at7088	Complete	HiC_scaffold_18	12095155	12098868	1033.8	597	https://www.orthodb.org/v10?query=2568at7088	nitric oxide-associated protein 1
2577at7088	Complete	HiC_scaffold_2	1283977	1299887	1126.5	542	https://www.orthodb.org/v10?query=2577at7088	uncharacterized protein LOC106105995
2580at7088	Complete	HiC_scaffold_26	7890620	7902040	1046.4	507	https://www.orthodb.org/v10?query=2580at7088	solute carrier family 12 member 8
2583at7088	Complete	HiC_scaffold_8	220109	234538	1150.6	788	https://www.orthodb.org/v10?query=2583at7088	uncharacterized protein LOC111351391
2585at7088	Complete	HiC_scaffold_26	2059640	2073232	1253.0	612	https://www.orthodb.org/v10?query=2585at7088	mitochondrial intermediate peptidase
2587at7088	Complete	HiC_scaffold_26	7826614	7868623	1292.6	653	https://www.orthodb.org/v10?query=2587at7088	potassium voltage-gated channel subfamily KQT member 1 isoform X2
2589at7088	Missing
2594at7088	Complete	HiC_scaffold_14	2040776	2049720	983.4	536	https://www.orthodb.org/v10?query=2594at7088	uncharacterized protein LOC110380518
2596at7088	Complete	HiC_scaffold_11	678502	752469	1150.1	610	https://www.orthodb.org/v10?query=2596at7088	protein spire isoform X1
2599at7088	Complete	HiC_scaffold_25	9399676	9412655	1115.0	560	https://www.orthodb.org/v10?query=2599at7088	protein arginine N-methyltransferase 7 isoform X1
2600at7088	Complete	HiC_scaffold_18	10811612	10829070	1363.7	827	https://www.orthodb.org/v10?query=2600at7088	probable ATP-dependent RNA helicase CG8611
2603at7088	Complete	HiC_scaffold_26	10888250	10900424	1191.5	561	https://www.orthodb.org/v10?query=2603at7088	uncharacterized protein LOC106138209
2608at7088	Complete	HiC_scaffold_11	7261632	7268875	769.8	490	https://www.orthodb.org/v10?query=2608at7088	ankyrin-3-like
2610at7088	Complete	HiC_scaffold_29	5161401	5195629	1065.8	498	https://www.orthodb.org/v10?query=2610at7088	cytosolic purine 5'-nucleotidase isoform X1
2614at7088	Complete	HiC_scaffold_17	10450040	10475789	825.7	489	https://www.orthodb.org/v10?query=2614at7088	bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase
2615at7088	Complete	HiC_scaffold_22	7747836	7761535	756.9	495	https://www.orthodb.org/v10?query=2615at7088	cilia- and flagella-associated protein 58-like
2618at7088	Complete	HiC_scaffold_18	6755717	6791650	998.8	507	https://www.orthodb.org/v10?query=2618at7088	LOW QUALITY PROTEIN: cyclic nucleotide-gated cation channel alpha-3
2621at7088	Complete	HiC_scaffold_7	2564667	2579592	676.8	354	https://www.orthodb.org/v10?query=2621at7088	Mediator of RNA polymerase II transcription subunit 17
2624at7088	Missing
2629at7088	Complete	HiC_scaffold_7	12073644	12080441	826.3	535	https://www.orthodb.org/v10?query=2629at7088	cGMP-dependent 3',5'-cyclic phosphodiesterase-like
2633at7088	Complete	HiC_scaffold_29	4625158	4631794	683.7	688	https://www.orthodb.org/v10?query=2633at7088	uncharacterized protein LOC106103042
2635at7088	Complete	HiC_scaffold_11	3218787	3233027	1054.8	507	https://www.orthodb.org/v10?query=2635at7088	Cyclic nucleotide-gated cation channel beta-1
2637at7088	Complete	HiC_scaffold_13	6043214	6065842	1466.6	1481	https://www.orthodb.org/v10?query=2637at7088	nuclear pore complex protein Nup214 isoform X1
2639at7088	Complete	HiC_scaffold_30	13559807	13582324	1140.2	605	https://www.orthodb.org/v10?query=2639at7088	uncharacterized protein LOC111360925
2640at7088	Complete	HiC_scaffold_26	1311339	1318432	1023.2	631	https://www.orthodb.org/v10?query=2640at7088	centromere/kinetochore protein zw10 homolog
2643at7088	Complete	HiC_scaffold_18	7736629	7758629	1180.7	606	https://www.orthodb.org/v10?query=2643at7088	AP-3 complex subunit delta
2645at7088	Complete	HiC_scaffold_12	76438	85462	1021.4	616	https://www.orthodb.org/v10?query=2645at7088	polyribonucleotide nucleotidyltransferase 1, mitochondrial
2647at7088	Complete	HiC_scaffold_21	3095939	3102630	1001.5	494	https://www.orthodb.org/v10?query=2647at7088	glucose dehydrogenase 
2649at7088	Complete	HiC_scaffold_21	11858264	11879315	1004.0	523	https://www.orthodb.org/v10?query=2649at7088	MAU2 chromatid cohesion factor homolog
2652at7088	Complete	HiC_scaffold_26	8047187	8054661	1138.8	565	https://www.orthodb.org/v10?query=2652at7088	serine/threonine-protein kinase greatwall isoform X1
2653at7088	Complete	HiC_scaffold_10	8187083	8199218	1363.2	720	https://www.orthodb.org/v10?query=2653at7088	pre-rRNA processing protein FTSJ3
2657at7088	Complete	HiC_scaffold_10	5748133	5777789	931.6	504	https://www.orthodb.org/v10?query=2657at7088	BMP-binding endothelial regulator protein
2658at7088	Complete	HiC_scaffold_10	1094744	1107260	1103.6	616	https://www.orthodb.org/v10?query=2658at7088	uncharacterized protein LOC111351623
2659at7088	Complete	HiC_scaffold_24	8644947	8653799	909.8	452	https://www.orthodb.org/v10?query=2659at7088	exportin-6
2662at7088	Complete	HiC_scaffold_2	5727922	5744226	640.4	409	https://www.orthodb.org/v10?query=2662at7088	zinc finger protein Xfin-like
2663at7088	Complete	HiC_scaffold_3	11957038	11968781	1128.4	632	https://www.orthodb.org/v10?query=2663at7088	nitrogen permease regulator 3-like protein
2666at7088	Complete	HiC_scaffold_6	13196379	13213339	1289.3	600	https://www.orthodb.org/v10?query=2666at7088	Heat shock protein 70
2668at7088	Complete	HiC_scaffold_21	10696695	10700941	1279.1	635	https://www.orthodb.org/v10?query=2668at7088	putative RNA-binding protein 15
2671at7088	Complete	HiC_scaffold_9	7913178	7937389	1096.5	601	https://www.orthodb.org/v10?query=2671at7088	uncharacterized protein LOC105387779
2672at7088	Complete	HiC_scaffold_8	2436142	2440632	1212.2	659	https://www.orthodb.org/v10?query=2672at7088	probable lysine-specific demethylase 4B
2679at7088	Complete	HiC_scaffold_11	7383968	7392954	1148.8	576	https://www.orthodb.org/v10?query=2679at7088	transcription initiation factor TFIID subunit 5
2686at7088	Complete	HiC_scaffold_27	8282627	8290067	746.2	549	https://www.orthodb.org/v10?query=2686at7088	uncharacterized protein LOC110992094
2687at7088	Complete	HiC_scaffold_4	8869587	8894791	781.1	419	https://www.orthodb.org/v10?query=2687at7088	Protein tyrosine phosphatase
2690at7088	Complete	HiC_scaffold_28	8529449	8537315	1145.4	649	https://www.orthodb.org/v10?query=2690at7088	anaphase-promoting complex subunit 4
2694at7088	Complete	HiC_scaffold_7	8196585	8212461	631.9	811	https://www.orthodb.org/v10?query=2694at7088	uncharacterized protein LOC106132400
2696at7088	Complete	HiC_scaffold_30	15089367	15093597	1095.3	547	https://www.orthodb.org/v10?query=2696at7088	Ras guanine nucleotide exchange factor domain superfamily
2699at7088	Complete	HiC_scaffold_18	6496476	6511803	1253.9	605	https://www.orthodb.org/v10?query=2699at7088	Gamma-tubulin complex component
2700at7088	Complete	HiC_scaffold_16	5133326	5152753	713.3	475	https://www.orthodb.org/v10?query=2700at7088	uncharacterized protein LOC106113485
2701at7088	Complete	HiC_scaffold_12	5183614	5198990	1256.7	809	https://www.orthodb.org/v10?query=2701at7088	pre-mRNA-processing factor 39 isoform X1
2703at7088	Complete	HiC_scaffold_14	930917	938931	993.8	493	https://www.orthodb.org/v10?query=2703at7088	serine/threonine-protein kinase RIO3
2704at7088	Missing
2710at7088	Complete	HiC_scaffold_24	6902768	6918016	1088.3	520	https://www.orthodb.org/v10?query=2710at7088	Zinc finger, RING-type
2714at7088	Complete	HiC_scaffold_22	7918201	7944834	1053.4	580	https://www.orthodb.org/v10?query=2714at7088	protein TRC8 homolog
2715at7088	Complete	HiC_scaffold_26	7268931	7336592	888.4	534	https://www.orthodb.org/v10?query=2715at7088	band 4.1-like protein 4 isoform X1
2718at7088	Complete	HiC_scaffold_18	11175909	11189127	1079.3	512	https://www.orthodb.org/v10?query=2718at7088	protein ROP isoform X2
2719at7088	Complete	HiC_scaffold_10	3545093	3558981	755.1	483	https://www.orthodb.org/v10?query=2719at7088	BTB/POZ domain-containing protein 9
2721at7088	Complete	HiC_scaffold_3	12043956	12061214	980.9	480	https://www.orthodb.org/v10?query=2721at7088	probable 4-coumarate--CoA ligase 1 isoform X1
2729at7088	Complete	HiC_scaffold_10	14606983	14617374	530.8	535	https://www.orthodb.org/v10?query=2729at7088	uncharacterized protein LOC106108192
2730at7088	Complete	HiC_scaffold_7	7128235	7143326	1039.2	518	https://www.orthodb.org/v10?query=2730at7088	protein sly1 homolog
2731at7088	Complete	HiC_scaffold_24	5559452	5573009	1276.9	751	https://www.orthodb.org/v10?query=2731at7088	uncharacterized protein LOC106132127
2733at7088	Complete	HiC_scaffold_10	3002315	3011436	918.1	577	https://www.orthodb.org/v10?query=2733at7088	rab5 GDP/GTP exchange factor isoform X1
2734at7088	Complete	HiC_scaffold_12	10354257	10385786	972.8	507	https://www.orthodb.org/v10?query=2734at7088	probable cleavage and polyadenylation specificity factor subunit 2
2738at7088	Complete	HiC_scaffold_3	12132058	12138834	1208.3	728	https://www.orthodb.org/v10?query=2738at7088	uncharacterized protein LOC105390308
2740at7088	Missing
2743at7088	Complete	HiC_scaffold_7	7507346	7523697	1072.1	666	https://www.orthodb.org/v10?query=2743at7088	Bm8 interacting protein 2-11
2744at7088	Complete	HiC_scaffold_11	5542314	5546378	1066.7	553	https://www.orthodb.org/v10?query=2744at7088	conserved oligomeric Golgi complex subunit 6
2746at7088	Complete	HiC_scaffold_5	2876863	2894597	1038.2	549	https://www.orthodb.org/v10?query=2746at7088	putative ferric-chelate reductase 1 homolog
2747at7088	Complete	HiC_scaffold_25	11767958	11774036	568.6	297	https://www.orthodb.org/v10?query=2747at7088	netrin-B isoform X1
2750at7088	Complete	HiC_scaffold_7	12191966	12202649	1136.6	546	https://www.orthodb.org/v10?query=2750at7088	TBC1 domain family member 15 isoform X1
2754at7088	Missing
2756at7088	Complete	HiC_scaffold_18	11474351	11498326	1197.3	604	https://www.orthodb.org/v10?query=2756at7088	Nuclear receptor GRF
2758at7088	Complete	HiC_scaffold_18	2687434	2691925	1411.2	710	https://www.orthodb.org/v10?query=2758at7088	probable ATP-dependent RNA helicase DDX23
2761at7088	Complete	HiC_scaffold_6	8057444	8065360	1317.2	679	https://www.orthodb.org/v10?query=2761at7088	zinc finger MIZ domain-containing protein 1
2762at7088	Complete	HiC_scaffold_2	3716213	3732646	848.5	484	https://www.orthodb.org/v10?query=2762at7088	vacuolar protein sorting-associated protein 33A
2766at7088	Complete	HiC_scaffold_19	10907918	10918417	651.3	546	https://www.orthodb.org/v10?query=2766at7088	zinc finger protein 26-like isoform X1
2768at7088	Complete	HiC_scaffold_4	8981985	8989786	1404.5	828	https://www.orthodb.org/v10?query=2768at7088	protein SMG5
2770at7088	Complete	HiC_scaffold_22	2082575	2091281	1193.2	893	https://www.orthodb.org/v10?query=2770at7088	uncharacterized protein LOC101745112
2772at7088	Complete	HiC_scaffold_6	459539	504253	963.7	478	https://www.orthodb.org/v10?query=2772at7088	pre-mRNA-processing factor 17
2774at7088	Complete	HiC_scaffold_13	1815452	1829546	870.4	500	https://www.orthodb.org/v10?query=2774at7088	protein artichoke-like
2775at7088	Complete	HiC_scaffold_18	5550703	5556012	1175.2	602	https://www.orthodb.org/v10?query=2775at7088	uncharacterized protein LOC111352339
2787at7088	Complete	HiC_scaffold_14	12462142	12498182	1053.2	621	https://www.orthodb.org/v10?query=2787at7088	uncharacterized protein LOC105383801
2788at7088	Complete	HiC_scaffold_3	13328170	13338098	492.9	216	https://www.orthodb.org/v10?query=2788at7088	uncharacterized protein LOC110380895
2791at7088	Complete	HiC_scaffold_3	8510461	8515195	1129.8	666	https://www.orthodb.org/v10?query=2791at7088	inhibitor of nuclear factor kappa-B kinase subunit beta
2796at7088	Complete	HiC_scaffold_7	828286	843897	397.6	480	https://www.orthodb.org/v10?query=2796at7088	ATP-binding cassette sub-family G member 4-like
2797at7088	Complete	HiC_scaffold_25	2288098	2302827	1056.0	555	https://www.orthodb.org/v10?query=2797at7088	THO complex subunit 1
2798at7088	Complete	HiC_scaffold_7	5464545	5478619	859.3	410	https://www.orthodb.org/v10?query=2798at7088	E3 ubiquitin-protein ligase TRIM9
2802at7088	Complete	HiC_scaffold_10	10052328	10067375	1207.6	644	https://www.orthodb.org/v10?query=2802at7088	uncharacterized protein LOC110995583
2803at7088	Complete	HiC_scaffold_18	2631221	2635330	934.8	627	https://www.orthodb.org/v10?query=2803at7088	Arginine N-methyltransferase
2804at7088	Complete	HiC_scaffold_22	1277513	1289177	1315.5	821	https://www.orthodb.org/v10?query=2804at7088	uncharacterized protein LOC111357199
2805at7088	Complete	HiC_scaffold_11	3142095	3152312	1134.5	839	https://www.orthodb.org/v10?query=2805at7088	DNA repair protein complementing XP-G cells homolog
2811at7088	Complete	HiC_scaffold_10	3803726	3814410	791.7	781	https://www.orthodb.org/v10?query=2811at7088	uncharacterized protein LOC105384168
2813at7088	Complete	HiC_scaffold_16	8278460	8284058	1021.9	496	https://www.orthodb.org/v10?query=2813at7088	Actin-related protein 8
2815at7088	Complete	HiC_scaffold_10	57573	71557	1378.9	674	https://www.orthodb.org/v10?query=2815at7088	uncharacterized protein LOC106109304 isoform X1
2816at7088	Complete	HiC_scaffold_17	9919760	9927915	1301.5	714	https://www.orthodb.org/v10?query=2816at7088	Calcium homeostasis endoplasmic reticulum protein
2818at7088	Complete	HiC_scaffold_4	2709740	2720318	1145.9	548	https://www.orthodb.org/v10?query=2818at7088	tubulin polyglutamylase TTLL13-like
2819at7088	Complete	HiC_scaffold_22	2394096	2420132	919.5	548	https://www.orthodb.org/v10?query=2819at7088	UPF0704 protein C6orf165 homolog
2821at7088	Complete	HiC_scaffold_24	917341	928395	946.1	605	https://www.orthodb.org/v10?query=2821at7088	uncharacterized protein LOC106099943
2826at7088	Complete	HiC_scaffold_20	8059799	8075769	1222.0	978	https://www.orthodb.org/v10?query=2826at7088	kinesin-like protein KLP2
2829at7088	Complete	HiC_scaffold_20	10183611	10207109	862.6	426	https://www.orthodb.org/v10?query=2829at7088	aryl hydrocarbon receptor
2830at7088	Complete	HiC_scaffold_7	6078640	6082047	1039.5	510	https://www.orthodb.org/v10?query=2830at7088	cleft lip and palate transmembrane protein 1 homolog isoform X1
2833at7088	Complete	HiC_scaffold_18	3533707	3545903	905.2	443	https://www.orthodb.org/v10?query=2833at7088	5-HT2 receptor
2834at7088	Complete	HiC_scaffold_6	6883506	6901463	942.8	489	https://www.orthodb.org/v10?query=2834at7088	LOW QUALITY PROTEIN: glycine receptor subunit alpha-4
2835at7088	Complete	HiC_scaffold_25	9308532	9315610	523.8	256	https://www.orthodb.org/v10?query=2835at7088	sphingosine kinase 1-like
2842at7088	Complete	HiC_scaffold_3	8603871	8624451	817.1	1031	https://www.orthodb.org/v10?query=2842at7088	uncharacterized protein LOC106113817
2845at7088	Complete	HiC_scaffold_27	8083551	8103548	1083.4	535	https://www.orthodb.org/v10?query=2845at7088	RUN and FYVE domain-containing protein 2 isoform X1
2848at7088	Complete	HiC_scaffold_26	2738300	2742901	925.5	640	https://www.orthodb.org/v10?query=2848at7088	uncharacterized protein LOC110372918
2855at7088	Complete	HiC_scaffold_23	8227060	8241885	1193.0	515	https://www.orthodb.org/v10?query=2855at7088	homeodomain-interacting protein kinase 2 isoform X1
2857at7088	Complete	HiC_scaffold_11	4580897	4589371	906.0	646	https://www.orthodb.org/v10?query=2857at7088	uncharacterized protein LOC111352409
2859at7088	Complete	HiC_scaffold_10	8124965	8132232	902.6	478	https://www.orthodb.org/v10?query=2859at7088	nuclear hormone receptor E75 isoform C
2860at7088	Complete	HiC_scaffold_17	5806744	5826230	954.7	485	https://www.orthodb.org/v10?query=2860at7088	CTL-like protein 1 isoform X1
2864at7088	Complete	HiC_scaffold_24	3205048	3234596	1288.4	689	https://www.orthodb.org/v10?query=2864at7088	tyrosine-protein phosphatase non-receptor type 4
2873at7088	Complete	HiC_scaffold_20	8924300	8945383	978.4	526	https://www.orthodb.org/v10?query=2873at7088	transketolase
2877at7088	Complete	HiC_scaffold_9	8325035	8349427	1003.1	744	https://www.orthodb.org/v10?query=2877at7088	uncharacterized protein LOC111001247
2884at7088	Complete	HiC_scaffold_17	6773886	6775910	1053.7	557	https://www.orthodb.org/v10?query=2884at7088	band 4.1-like protein 5
2885at7088	Complete	HiC_scaffold_21	12229277	12244689	1204.5	581	https://www.orthodb.org/v10?query=2885at7088	ATP-binding cassette sub-family B member 8, mitochondrial
2890at7088	Complete	HiC_scaffold_27	9738381	9742075	926.8	508	https://www.orthodb.org/v10?query=2890at7088	leucine-rich repeat protein soc-2 homolog
2891at7088	Complete	HiC_scaffold_26	7823117	7829234	1014.2	474	https://www.orthodb.org/v10?query=2891at7088	negative elongation factor D
2893at7088	Complete	HiC_scaffold_24	4809071	4820180	621.6	347	https://www.orthodb.org/v10?query=2893at7088	G-protein coupled receptor Mth2-like
2895at7088	Complete	HiC_scaffold_26	9440659	9453368	426.4	218	https://www.orthodb.org/v10?query=2895at7088	sodium/hydrogen exchanger 7 isoform X1
2902at7088	Complete	HiC_scaffold_30	9725122	9733844	1089.5	666	https://www.orthodb.org/v10?query=2902at7088	uncharacterized protein LOC106110097
2905at7088	Complete	HiC_scaffold_30	13612819	13632847	885.4	571	https://www.orthodb.org/v10?query=2905at7088	period circadian protein isoform X1
2906at7088	Complete	HiC_scaffold_22	9106677	9119963	820.0	896	https://www.orthodb.org/v10?query=2906at7088	uncharacterized protein LOC105391678
2910at7088	Complete	HiC_scaffold_25	4828926	4844160	1090.2	662	https://www.orthodb.org/v10?query=2910at7088	mismatch repair endonuclease PMS2
2912at7088	Complete	HiC_scaffold_26	6851986	6862544	1086.2	733	https://www.orthodb.org/v10?query=2912at7088	GPI ethanolamine phosphate transferase 1
2913at7088	Complete	HiC_scaffold_20	8857060	8861330	964.1	412	https://www.orthodb.org/v10?query=2913at7088	EH domain-containing protein 1
2917at7088	Complete	HiC_scaffold_26	6981753	6989146	1088.5	601	https://www.orthodb.org/v10?query=2917at7088	Leucine-rich repeat
2918at7088	Complete	HiC_scaffold_13	11986354	11988665	1003.8	519	https://www.orthodb.org/v10?query=2918at7088	ATP-dependent DNA helicase
2926at7088	Complete	HiC_scaffold_11	5000562	5007541	1047.2	497	https://www.orthodb.org/v10?query=2926at7088	Lysine--tRNA ligase
2928at7088	Complete	HiC_scaffold_28	8051298	8069781	1296.2	1009	https://www.orthodb.org/v10?query=2928at7088	Nucleotide excision repair protein
2930at7088	Complete	HiC_scaffold_29	6549803	6553911	943.2	475	https://www.orthodb.org/v10?query=2930at7088	sex combs on midleg
2931at7088	Complete	HiC_scaffold_18	4958375	4967356	995.5	491	https://www.orthodb.org/v10?query=2931at7088	serine/threonine-protein kinase PLK1
2932at7088	Complete	HiC_scaffold_2	394501	397767	1102.3	552	https://www.orthodb.org/v10?query=2932at7088	uncharacterized protein KIAA2013 homolog
2934at7088	Complete	HiC_scaffold_27	7505691	7523574	1021.0	627	https://www.orthodb.org/v10?query=2934at7088	uncharacterized protein LOC105383881
2935at7088	Complete	HiC_scaffold_26	1994598	2010482	1159.3	865	https://www.orthodb.org/v10?query=2935at7088	uncharacterized protein LOC110372887
