# BUSCO version is: 4.0.5 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2019-11-20, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
3352at7088	Complete	M22_B28_H10b	5631245	5661228	697.5	479	https://www.orthodb.org/v10?query=3352at7088	uncharacterized protein LOC110379302
3353at7088	Complete	M26_B14_H13b	6781398	6812846	1010.8	672	https://www.orthodb.org/v10?query=3353at7088	uncharacterized protein LOC106111109
3356at7088	Complete	M08_B17_H15	17137181	17178458	658.3	364	https://www.orthodb.org/v10?query=3356at7088	protein singed
3358at7088	Complete	M25_B20_H12b	9690138	9703671	891.4	510	https://www.orthodb.org/v10?query=3358at7088	uncharacterized protein LOC106102831
3359at7088	Complete	M20_B07_H09	3372639	3386661	906.9	462	https://www.orthodb.org/v10?query=3359at7088	general transcription factor IIH subunit 1
3361at7088	Complete	M13_B08_H12a	8881868	8893021	1008.2	538	https://www.orthodb.org/v10?query=3361at7088	uncharacterized protein LOC105381696
3362at7088	Complete	M23_B26_H19b	1138059	1147986	941.1	728	https://www.orthodb.org/v10?query=3362at7088	nucleolar protein 14 homolog
3363at7088	Complete	M25_B20_H12b	9707934	9723549	1184.9	720	https://www.orthodb.org/v10?query=3363at7088	ATP-dependent RNA helicase DDX24
3364at7088	Complete	M25_B20_H12b	2503057	2522981	835.4	456	https://www.orthodb.org/v10?query=3364at7088	agrin
3365at7088	Complete	M18_B25_H08	5078679	5092360	1146.7	599	https://www.orthodb.org/v10?query=3365at7088	digestive organ expansion factor homolog isoform X1
3366at7088	Complete	M08_B17_H15	9060811	9086755	1321.4	726	https://www.orthodb.org/v10?query=3366at7088	putative homeodomain transcription factor 2 isoform X1
3368at7088	Complete	M14_B23a_H18a	9139723	9147160	863.6	426	https://www.orthodb.org/v10?query=3368at7088	uncharacterized aarF domain-containing protein kinase 1
3372at7088	Complete	M26_B14_H13b	2645623	2706686	870.7	640	https://www.orthodb.org/v10?query=3372at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase SH3RF1
3373at7088	Complete	M08_B17_H15	10070400	10075171	784.6	371	https://www.orthodb.org/v10?query=3373at7088	Rhomboid-like protein
3379at7088	Complete	M04_B12_H19a	9179217	9189827	1029.5	554	https://www.orthodb.org/v10?query=3379at7088	glucose dehydrogenase 
3381at7088	Complete	M11_B22_H13a	17604142	17625089	884.7	539	https://www.orthodb.org/v10?query=3381at7088	uncharacterized protein LOC105382111
3383at7088	Complete	M31_B11b_H06b	6301040	6310346	888.9	746	https://www.orthodb.org/v10?query=3383at7088	uncharacterized protein LOC106139674
3384at7088	Complete	M01_B01_H21	15535057	15549276	935.7	537	https://www.orthodb.org/v10?query=3384at7088	carboxypeptidase N subunit 2-like
3387at7088	Complete	M06_B05_H10a	8502494	8509795	690.8	322	https://www.orthodb.org/v10?query=3387at7088	5'-nucleotidase domain-containing protein 3
3388at7088	Missing
3389at7088	Complete	M15_B13_H17a	11536093	11553462	937.1	499	https://www.orthodb.org/v10?query=3389at7088	uncharacterized protein LOC110992835
3390at7088	Complete	M12_B11a_H07a	16202014	16210620	790.1	480	https://www.orthodb.org/v10?query=3390at7088	nucleolar protein 11
3393at7088	Complete	M02_B04_H01a	15893423	15927921	1007.5	470	https://www.orthodb.org/v10?query=3393at7088	RNA pseudouridylate synthase domain-containing protein 2-like isoform X1
3396at7088	Complete	M06_B05_H10a	10394835	10415212	956.1	483	https://www.orthodb.org/v10?query=3396at7088	LOW QUALITY PROTEIN: delta and Notch-like epidermal growth factor-related receptor
3400at7088	Complete	M15_B13_H17a	7844824	7856741	993.7	484	https://www.orthodb.org/v10?query=3400at7088	cytochrome P450 4g15
3401at7088	Complete	M12_B11a_H07a	8220713	8228364	947.0	491	https://www.orthodb.org/v10?query=3401at7088	3-phosphoinositide-dependent protein kinase 1 isoform X1
3402at7088	Complete	M12_B11a_H07a	10885416	10888469	1069.7	508	https://www.orthodb.org/v10?query=3402at7088	SRSF protein kinase 3
3404at7088	Complete	M09_B10_H20a	9196945	9201683	1009.0	458	https://www.orthodb.org/v10?query=3404at7088	tRNA-splicing ligase RtcB homolog
3409at7088	Complete	M25_B20_H12b	4069395	4088385	1000.3	546	https://www.orthodb.org/v10?query=3409at7088	eyes absent homolog 2
3410at7088	Complete	M05_B06_H03	7157566	7168612	1031.6	610	https://www.orthodb.org/v10?query=3410at7088	protein toll-like
3415at7088	Complete	M11_B22_H13a	9559030	9574634	1205.9	674	https://www.orthodb.org/v10?query=3415at7088	adenylate kinase 7-like
3416at7088	Complete	M27_B24a_H01b	8608543	8619773	884.3	463	https://www.orthodb.org/v10?query=3416at7088	probable beta-hexosaminidase fdl
3417at7088	Complete	M03_B15_H11	10596823	10612414	949.6	447	https://www.orthodb.org/v10?query=3417at7088	F-box-like/WD repeat-containing protein TBL1XR1
3419at7088	Complete	M06_B05_H10a	3662965	3668538	1003.3	570	https://www.orthodb.org/v10?query=3419at7088	GPI mannosyltransferase 4
3424at7088	Complete	M13_B08_H12a	11903292	11916861	396.3	458	https://www.orthodb.org/v10?query=3424at7088	polypeptide N-acetylgalactosaminyltransferase 2-like
3430at7088	Complete	M12_B11a_H07a	9934577	9945385	639.8	613	https://www.orthodb.org/v10?query=3430at7088	uncharacterized protein LOC105388584
3431at7088	Complete	M02_B04_H01a	11745155	11757183	1367.0	908	https://www.orthodb.org/v10?query=3431at7088	serine/threonine-protein phosphatase 1 regulatory subunit 10
3433at7088	Missing
3435at7088	Fragmented	M17_B03_H05	8486754	8492193	427.4	246	https://www.orthodb.org/v10?query=3435at7088	2-hydroxyacyl-CoA lyase 1 isoform X1
3442at7088	Complete	M13_B08_H12a	10022213	10036529	1010.3	519	https://www.orthodb.org/v10?query=3442at7088	replication protein A 70 kDa DNA-binding subunit
3443at7088	Complete	M27_B24a_H01b	4545998	4564884	842.6	505	https://www.orthodb.org/v10?query=3443at7088	serologically defined colon cancer antigen 8 homolog isoform X1
3447at7088	Complete	M01_B01_H21	19272087	19298533	957.1	468	https://www.orthodb.org/v10?query=3447at7088	dnaJ homolog subfamily C member 11
3451at7088	Complete	M15_B13_H17a	11554252	11559197	1085.6	600	https://www.orthodb.org/v10?query=3451at7088	Histone-lysine N-methyltransferase
3453at7088	Complete	M10_B09_H06a	6288478	6309849	815.2	530	https://www.orthodb.org/v10?query=3453at7088	Neuropeptide receptor B3
3460at7088	Complete	M09_B10_H20a	7682004	7692092	1266.9	646	https://www.orthodb.org/v10?query=3460at7088	probable RNA methyltransferase bin3
3468at7088	Complete	M05_B06_H03	1574757	1615533	1083.6	730	https://www.orthodb.org/v10?query=3468at7088	uncharacterized protein LOC105389536
3471at7088	Complete	M11_B22_H13a	2809405	2826766	973.5	526	https://www.orthodb.org/v10?query=3471at7088	vitamin K-dependent gamma-carboxylase
3473at7088	Complete	M08_B17_H15	10547728	10556947	1127.1	587	https://www.orthodb.org/v10?query=3473at7088	protein SDA1 homolog
3474at7088	Complete	M18_B25_H08	4241852	4251658	1105.5	643	https://www.orthodb.org/v10?query=3474at7088	DDB1- and CUL4-associated factor 5
3477at7088	Complete	M07_B18_H16	4292618	4300880	911.5	437	https://www.orthodb.org/v10?query=3477at7088	UDP-glycosyltransferase UGT50A1
3478at7088	Complete	M01_B01_H21	11635229	11637360	817.6	453	https://www.orthodb.org/v10?query=3478at7088	protein KBP homolog
3479at7088	Complete	M12_B11a_H07a	4816514	4822871	814.9	498	https://www.orthodb.org/v10?query=3479at7088	U3 small nucleolar RNA-associated protein 6 homolog
3480at7088	Complete	M02_B04_H01a	16213430	16225282	677.7	342	https://www.orthodb.org/v10?query=3480at7088	endonuclease/exonuclease/phosphatase family domain-containing protein 1-like
3485at7088	Complete	M15_B13_H17a	6600276	6612360	845.5	494	https://www.orthodb.org/v10?query=3485at7088	uncharacterized protein LOC106123564
3486at7088	Complete	M08_B17_H15	14694702	14702166	1003.8	512	https://www.orthodb.org/v10?query=3486at7088	protein penguin
3489at7088	Complete	M02_B04_H01a	1076732	1097756	913.7	590	https://www.orthodb.org/v10?query=3489at7088	sentrin-specific protease 1-like isoform X1
3491at7088	Complete	M18_B25_H08	1261280	1268750	1102.7	1152	https://www.orthodb.org/v10?query=3491at7088	uncharacterized protein LOC106120214
3493at7088	Complete	M11_B22_H13a	5312806	5339184	804.2	488	https://www.orthodb.org/v10?query=3493at7088	protein misato
3494at7088	Complete	M10_B09_H06a	12146267	12156044	926.3	499	https://www.orthodb.org/v10?query=3494at7088	Pyruvate kinase
3496at7088	Complete	M04_B12_H19a	5849043	5861120	738.0	454	https://www.orthodb.org/v10?query=3496at7088	uncharacterized protein LOC111001123
3497at7088	Complete	M25_B20_H12b	1702975	1721252	912.6	509	https://www.orthodb.org/v10?query=3497at7088	organic cation transporter 1-like
3503at7088	Complete	M20_B07_H09	6976300	6991528	925.0	460	https://www.orthodb.org/v10?query=3503at7088	Chitinase
3504at7088	Complete	M03_B15_H11	8365343	8392690	824.8	415	https://www.orthodb.org/v10?query=3504at7088	Matrix metalloproteinase variant 1
3507at7088	Complete	M07_B18_H16	2681163	2691249	804.7	536	https://www.orthodb.org/v10?query=3507at7088	PR domain zinc finger protein 5-like
3508at7088	Complete	M15_B13_H17a	13474397	13494236	1148.9	607	https://www.orthodb.org/v10?query=3508at7088	uncharacterized protein LOC105392979
3510at7088	Complete	M03_B15_H11	10526151	10532158	894.7	461	https://www.orthodb.org/v10?query=3510at7088	beta-catenin-like protein 1
3514at7088	Complete	M16_B19_H14	12757002	12777198	556.7	384	https://www.orthodb.org/v10?query=3514at7088	transmembrane protein 214
3516at7088	Complete	M21_B16_H02	3367282	3395814	608.5	527	https://www.orthodb.org/v10?query=3516at7088	DNA ligase 1-like isoform X1
3517at7088	Complete	M04_B12_H19a	10126142	10153173	856.5	405	https://www.orthodb.org/v10?query=3517at7088	uncharacterized protein LOC106127792
3519at7088	Complete	M17_B03_H05	7760548	7779528	798.5	393	https://www.orthodb.org/v10?query=3519at7088	V-type proton ATPase subunit H
3520at7088	Complete	M14_B23a_H18a	7273043	7287691	812.9	451	https://www.orthodb.org/v10?query=3520at7088	peroxisomal N(1)-acetyl-spermine/spermidine oxidase
3521at7088	Complete	M18_B25_H08	8350443	8356315	806.6	431	https://www.orthodb.org/v10?query=3521at7088	UDP-glycosyltransferase UGT47A1
3524at7088	Complete	M10_B09_H06a	6647279	6690126	909.7	472	https://www.orthodb.org/v10?query=3524at7088	uncharacterized protein LOC106134724
3526at7088	Complete	M18_B25_H08	11116779	11122444	1062.7	516	https://www.orthodb.org/v10?query=3526at7088	DNA polymerase iota
3528at7088	Complete	M16_B19_H14	3068533	3072424	806.6	580	https://www.orthodb.org/v10?query=3528at7088	chaoptin-like
3529at7088	Duplicated	M12_B11a_H07a	2920292	2935453	705.9	548	https://www.orthodb.org/v10?query=3529at7088	uncharacterized protein LOC110371979
3529at7088	Duplicated	M22_B28_H10b	13205876	13219995	709.6	535	https://www.orthodb.org/v10?query=3529at7088	uncharacterized protein LOC110371979
3537at7088	Missing
3539at7088	Complete	M06_B05_H10a	10314854	10335835	850.2	599	https://www.orthodb.org/v10?query=3539at7088	serrate RNA effector molecule homolog isoform X1
3541at7088	Complete	M09_B10_H20a	16424907	16445820	723.0	330	https://www.orthodb.org/v10?query=3541at7088	GTP-binding protein 1
3542at7088	Complete	M05_B06_H03	9408716	9422091	372.7	180	https://www.orthodb.org/v10?query=3542at7088	autophagy-related protein 16 isoform X1
3548at7088	Complete	M03_B15_H11	1873164	1884157	724.1	537	https://www.orthodb.org/v10?query=3548at7088	protein SMG7-like
3549at7088	Complete	M28_B02_H07b	6711521	6760478	956.0	794	https://www.orthodb.org/v10?query=3549at7088	uncharacterized protein LOC106124473
3551at7088	Complete	M15_B13_H17a	10032781	10047132	1150.9	899	https://www.orthodb.org/v10?query=3551at7088	uncharacterized protein LOC110996550
3556at7088	Complete	M07_B18_H16	9794316	9812556	1265.2	895	https://www.orthodb.org/v10?query=3556at7088	uncharacterized protein LOC105390309
3558at7088	Complete	M02_B04_H01a	5343881	5354412	819.0	426	https://www.orthodb.org/v10?query=3558at7088	monocarboxylate transporter 12
3563at7088	Complete	M15_B13_H17a	12020350	12027395	1156.4	629	https://www.orthodb.org/v10?query=3563at7088	neurotactin
3564at7088	Complete	M04_B12_H19a	7131223	7165017	1056.0	638	https://www.orthodb.org/v10?query=3564at7088	pre-mRNA-processing factor 40 homolog A
3567at7088	Complete	M12_B11a_H07a	804035	810895	764.7	419	https://www.orthodb.org/v10?query=3567at7088	tektin-3-like
3571at7088	Complete	M04_B12_H19a	14910852	14914837	992.9	529	https://www.orthodb.org/v10?query=3571at7088	protein KBP homolog
3577at7088	Complete	M19_B21_H04	5728067	5731237	844.4	464	https://www.orthodb.org/v10?query=3577at7088	28S ribosomal protein S30, mitochondrial
3580at7088	Complete	M11_B22_H13a	13354100	13355787	847.3	434	https://www.orthodb.org/v10?query=3580at7088	aspartate--tRNA ligase, mitochondrial
3584at7088	Complete	M01_B01_H21	5539086	5577315	733.6	383	https://www.orthodb.org/v10?query=3584at7088	uncharacterized protein LOC105397941
3587at7088	Complete	M12_B11a_H07a	10490925	10495817	1053.4	629	https://www.orthodb.org/v10?query=3587at7088	ribonucleases P/MRP protein subunit POP1
3589at7088	Complete	M07_B18_H16	5032817	5068800	871.8	479	https://www.orthodb.org/v10?query=3589at7088	Alpha 1,6-fucosyltransferase
3592at7088	Fragmented	M14_B23a_H18a	6471206	6472722	328.5	217	https://www.orthodb.org/v10?query=3592at7088	trace amine-associated receptor 1
3594at7088	Complete	M09_B10_H20a	10419334	10424271	1003.0	504	https://www.orthodb.org/v10?query=3594at7088	T-cell immunomodulatory protein
3595at7088	Complete	M03_B15_H11	10330270	10337278	944.8	432	https://www.orthodb.org/v10?query=3595at7088	Transcription initiation factor TFIID subunit 6
3596at7088	Complete	M13_B08_H12a	1695738	1707354	1273.4	746	https://www.orthodb.org/v10?query=3596at7088	protein chiffon isoform X1
3597at7088	Complete	M15_B13_H17a	2035506	2044356	868.4	423	https://www.orthodb.org/v10?query=3597at7088	TBC1 domain family member 19
3598at7088	Complete	M04_B12_H19a	7862722	7871158	982.6	477	https://www.orthodb.org/v10?query=3598at7088	mitochondrial import receptor subunit TOM70
3599at7088	Complete	M19_B21_H04	14529398	14544963	934.9	484	https://www.orthodb.org/v10?query=3599at7088	probable tRNA (guanine(26)-N(2))-dimethyltransferase
3600at7088	Complete	M12_B11a_H07a	12097576	12107139	1310.1	815	https://www.orthodb.org/v10?query=3600at7088	ubiquitin carboxyl-terminal hydrolase 10-A
3602at7088	Complete	M15_B13_H17a	7602534	7611756	1017.4	479	https://www.orthodb.org/v10?query=3602at7088	histidine--tRNA ligase, cytoplasmic isoform X1
3604at7088	Complete	M06_B05_H10a	4623312	4637835	1035.6	810	https://www.orthodb.org/v10?query=3604at7088	ankyrin repeat and MYND domain-containing protein 1-like
3607at7088	Complete	M22_B28_H10b	3220729	3235570	938.3	509	https://www.orthodb.org/v10?query=3607at7088	calcium-independent phospholipase A2-gamma-like
3608at7088	Complete	M30_B23b_H20b	8483297	8487648	738.3	385	https://www.orthodb.org/v10?query=3608at7088	protein four-jointed
3611at7088	Complete	M28_B02_H07b	1755512	1765479	1107.4	572	https://www.orthodb.org/v10?query=3611at7088	zinc transporter foi
3616at7088	Complete	M25_B20_H12b	7983203	8004323	878.4	495	https://www.orthodb.org/v10?query=3616at7088	acyl-CoA synthetase family member 3, mitochondrial
3618at7088	Complete	M19_B21_H04	14132600	14163679	440.4	289	https://www.orthodb.org/v10?query=3618at7088	uncharacterized protein LOC106104753
3631at7088	Complete	M02_B04_H01a	7852799	7858790	873.3	414	https://www.orthodb.org/v10?query=3631at7088	Dopa decarboxylase
3633at7088	Complete	M13_B08_H12a	6185071	6199009	920.2	485	https://www.orthodb.org/v10?query=3633at7088	FGGY carbohydrate kinase domain-containing protein
3634at7088	Complete	M03_B15_H11	6491579	6505053	936.9	488	https://www.orthodb.org/v10?query=3634at7088	glucose dehydrogenase 
3641at7088	Complete	M06_B05_H10a	16630302	16635339	977.5	478	https://www.orthodb.org/v10?query=3641at7088	transcription factor Ken
3648at7088	Complete	M02_B04_H01a	6038260	6059021	859.4	550	https://www.orthodb.org/v10?query=3648at7088	uncharacterized protein LOC106118102
3653at7088	Complete	M07_B18_H16	10647646	10654754	628.2	357	https://www.orthodb.org/v10?query=3653at7088	cytochrome P450 CYP339A1
3656at7088	Complete	M01_B01_H21	19132557	19153121	941.0	450	https://www.orthodb.org/v10?query=3656at7088	UNC93-like protein
3658at7088	Complete	M12_B11a_H07a	2903206	2909898	1018.6	538	https://www.orthodb.org/v10?query=3658at7088	mini-chromosome maintenance complex-binding protein
3659at7088	Complete	M03_B15_H11	9840050	9848543	955.8	538	https://www.orthodb.org/v10?query=3659at7088	uncharacterized protein LOC110371825
3660at7088	Complete	M08_B17_H15	1656651	1669725	829.2	417	https://www.orthodb.org/v10?query=3660at7088	ubiquitin carboxyl-terminal hydrolase nonstop
3662at7088	Complete	M08_B17_H15	2087901	2099526	923.7	446	https://www.orthodb.org/v10?query=3662at7088	Serine hydroxymethyltransferase
3663at7088	Complete	M07_B18_H16	3601936	3628367	879.3	376	https://www.orthodb.org/v10?query=3663at7088	serine/threonine-protein kinase minibrain isoform X1
3664at7088	Duplicated	M09_B10_H20a	7670958	7677002	957.3	527	https://www.orthodb.org/v10?query=3664at7088	protein claret segregational
3664at7088	Duplicated	M01_B01_H21	8481524	8496648	868.7	493	https://www.orthodb.org/v10?query=3664at7088	protein claret segregational
3665at7088	Complete	M02_B04_H01a	1491282	1520275	1043.1	531	https://www.orthodb.org/v10?query=3665at7088	protein abrupt-like isoform X1
3666at7088	Complete	M06_B05_H10a	8004553	8024358	1084.2	588	https://www.orthodb.org/v10?query=3666at7088	uncharacterized protein LOC106124740
3667at7088	Complete	M06_B05_H10a	16693588	16703825	1316.9	785	https://www.orthodb.org/v10?query=3667at7088	protein bunched, class 2/F/G isoform isoform X1
3668at7088	Missing
3671at7088	Complete	M09_B10_H20a	11158075	11166932	888.1	471	https://www.orthodb.org/v10?query=3671at7088	Cytochrome P450 monooxygenase
3672at7088	Complete	M09_B10_H20a	17750685	17772392	826.5	463	https://www.orthodb.org/v10?query=3672at7088	D-glucuronyl C5-epimerase
3673at7088	Complete	M14_B23a_H18a	9312576	9343494	961.1	449	https://www.orthodb.org/v10?query=3673at7088	alkaline phosphatase-like
3675at7088	Complete	M06_B05_H10a	17667385	17684590	632.4	366	https://www.orthodb.org/v10?query=3675at7088	solute carrier organic anion transporter family member 2A1 isoform X1
3678at7088	Complete	M14_B23a_H18a	9769993	9774744	829.4	422	https://www.orthodb.org/v10?query=3678at7088	Organic cation transporter
3680at7088	Complete	M02_B04_H01a	7451673	7475987	770.4	416	https://www.orthodb.org/v10?query=3680at7088	CDK5 and ABL1 enzyme substrate 1
3681at7088	Complete	M30_B23b_H20b	1260517	1276357	763.3	398	https://www.orthodb.org/v10?query=3681at7088	Wee1-like protein kinase
3683at7088	Missing
3684at7088	Complete	M03_B15_H11	4143281	4151283	937.4	417	https://www.orthodb.org/v10?query=3684at7088	U4/U6.U5 tri-snRNP-associated protein 2
3686at7088	Complete	M01_B01_H21	7381732	7394506	861.9	443	https://www.orthodb.org/v10?query=3686at7088	probable cytochrome P450 303a1
3689at7088	Complete	M09_B10_H20a	3251441	3260803	844.4	465	https://www.orthodb.org/v10?query=3689at7088	Transcription initiation factor RRN3
3695at7088	Complete	M21_B16_H02	7216025	7228554	968.7	592	https://www.orthodb.org/v10?query=3695at7088	separin
3709at7088	Complete	M03_B15_H11	7586125	7591108	914.3	592	https://www.orthodb.org/v10?query=3709at7088	E3 ubiquitin-protein ligase LRSAM1-like
3718at7088	Complete	M07_B18_H16	6537976	6549624	812.3	464	https://www.orthodb.org/v10?query=3718at7088	uncharacterized protein LOC106101548
3722at7088	Complete	M24_B27_H18b	6985131	7003866	763.4	439	https://www.orthodb.org/v10?query=3722at7088	dihydropyrimidinase isoform X1
3725at7088	Complete	M08_B17_H15	4830872	4847752	986.1	511	https://www.orthodb.org/v10?query=3725at7088	alkyldihydroxyacetonephosphate synthase
3726at7088	Complete	M12_B11a_H07a	14096883	14104927	326.7	202	https://www.orthodb.org/v10?query=3726at7088	uncharacterized protein LOC106133436
3727at7088	Complete	M12_B11a_H07a	9012563	9020696	943.0	433	https://www.orthodb.org/v10?query=3727at7088	sodium/hydrogen exchanger 8
3730at7088	Missing
3735at7088	Complete	M15_B13_H17a	7960530	7976761	642.9	375	https://www.orthodb.org/v10?query=3735at7088	uncharacterized protein LOC110377335
3742at7088	Complete	M02_B04_H01a	14736693	14753759	682.1	385	https://www.orthodb.org/v10?query=3742at7088	NADH dehydrogenase 
3743at7088	Complete	M06_B05_H10a	4438652	4460180	764.3	406	https://www.orthodb.org/v10?query=3743at7088	Protein disulfide-isomerase
3745at7088	Complete	M10_B09_H06a	13137023	13148328	915.4	446	https://www.orthodb.org/v10?query=3745at7088	synaptic vesicle glycoprotein 2B-like
3749at7088	Complete	M12_B11a_H07a	10828882	10838949	373.9	242	https://www.orthodb.org/v10?query=3749at7088	glycogen-binding subunit 76A isoform X1
3753at7088	Complete	M21_B16_H02	9776014	9789004	1246.1	1158	https://www.orthodb.org/v10?query=3753at7088	uncharacterized protein LOC106108582
3756at7088	Complete	M19_B21_H04	7332205	7337666	899.4	449	https://www.orthodb.org/v10?query=3756at7088	Tyrosine--tRNA ligase
3760at7088	Complete	M02_B04_H01a	9993057	10003649	968.5	511	https://www.orthodb.org/v10?query=3760at7088	integrator complex subunit 10
3767at7088	Complete	M18_B25_H08	5663105	5676229	1065.3	487	https://www.orthodb.org/v10?query=3767at7088	Signal recognition particle 54 kDa protein
3773at7088	Complete	M16_B19_H14	7722133	7726754	298.3	463	https://www.orthodb.org/v10?query=3773at7088	uncharacterized protein LOC111350030
3774at7088	Complete	M22_B28_H10b	7938381	7983965	791.7	493	https://www.orthodb.org/v10?query=3774at7088	Myb transcription factor
3775at7088	Complete	M13_B08_H12a	5649465	5666223	894.1	472	https://www.orthodb.org/v10?query=3775at7088	sarcolemmal membrane-associated protein
3779at7088	Complete	M12_B11a_H07a	8550407	8556673	933.1	421	https://www.orthodb.org/v10?query=3779at7088	COP9 signalosome complex subunit 1
3780at7088	Complete	M25_B20_H12b	8110572	8135512	890.8	443	https://www.orthodb.org/v10?query=3780at7088	glutathione synthetase-like isoform X1
3785at7088	Complete	M09_B10_H20a	16506409	16515817	1056.6	699	https://www.orthodb.org/v10?query=3785at7088	DNA polymerase eta isoform X1
3791at7088	Complete	M13_B08_H12a	1594004	1614023	923.7	476	https://www.orthodb.org/v10?query=3791at7088	amyloid protein-binding protein 2
3793at7088	Complete	M05_B06_H03	11992476	11995373	871.4	474	https://www.orthodb.org/v10?query=3793at7088	homeotic protein proboscipedia
3794at7088	Complete	M16_B19_H14	598574	613314	1175.5	565	https://www.orthodb.org/v10?query=3794at7088	serine/threonine-protein kinase TBK1
3795at7088	Complete	M01_B01_H21	16142938	16157373	500.9	222	https://www.orthodb.org/v10?query=3795at7088	Citrate synthase
3799at7088	Complete	M03_B15_H11	403168	408215	982.4	497	https://www.orthodb.org/v10?query=3799at7088	delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial
3800at7088	Complete	M01_B01_H21	16336576	16354729	821.9	460	https://www.orthodb.org/v10?query=3800at7088	uncharacterized protein LOC106133989
3802at7088	Complete	M10_B09_H06a	13770410	13778224	919.2	655	https://www.orthodb.org/v10?query=3802at7088	uncharacterized protein LOC101747003
3804at7088	Complete	M15_B13_H17a	4818704	4842045	734.5	423	https://www.orthodb.org/v10?query=3804at7088	Rab proteins geranylgeranyltransferase component A
3807at7088	Complete	M17_B03_H05	7919550	7947746	865.0	456	https://www.orthodb.org/v10?query=3807at7088	Monocarboxylate transporter 2
3811at7088	Complete	M01_B01_H21	5014760	5021027	776.9	412	https://www.orthodb.org/v10?query=3811at7088	lysophospholipid acyltransferase 5
3817at7088	Complete	M20_B07_H09	1445261	1477162	623.2	407	https://www.orthodb.org/v10?query=3817at7088	phosphatidylinositol-binding clathrin assembly protein LAP isoform X1
3818at7088	Missing
3821at7088	Complete	M02_B04_H01a	943515	949505	896.4	434	https://www.orthodb.org/v10?query=3821at7088	Importin subunit alpha
3823at7088	Missing
3825at7088	Complete	M02_B04_H01a	7158981	7179882	494.4	378	https://www.orthodb.org/v10?query=3825at7088	major facilitator superfamily domain-containing protein 1-like
3827at7088	Complete	M19_B21_H04	8905341	8907412	841.5	454	https://www.orthodb.org/v10?query=3827at7088	U3 small nucleolar RNA-associated protein 15 homolog
3829at7088	Missing
3830at7088	Complete	M08_B17_H15	12252596	12263382	992.4	498	https://www.orthodb.org/v10?query=3830at7088	Signal recognition particle subunit SRP68
3833at7088	Complete	M17_B03_H05	13410110	13432077	602.0	287	https://www.orthodb.org/v10?query=3833at7088	inositol-3-phosphate synthase
3834at7088	Complete	M09_B10_H20a	11165529	11170268	958.5	471	https://www.orthodb.org/v10?query=3834at7088	Cytochrome P450
3839at7088	Missing
3840at7088	Complete	M22_B28_H10b	4262211	4270960	408.3	206	https://www.orthodb.org/v10?query=3840at7088	stabilizer of axonemal microtubules 2
3842at7088	Complete	M15_B13_H17a	11438529	11447577	945.3	538	https://www.orthodb.org/v10?query=3842at7088	otopetrin-2-like
3845at7088	Complete	M13_B08_H12a	8890827	8895553	815.5	464	https://www.orthodb.org/v10?query=3845at7088	uncharacterized protein F21D5.5
3853at7088	Complete	M21_B16_H02	1937236	1952648	768.4	400	https://www.orthodb.org/v10?query=3853at7088	chaperonin subunit 6a zeta
3855at7088	Complete	M21_B16_H02	6558290	6561719	921.8	501	https://www.orthodb.org/v10?query=3855at7088	CCR4-NOT transcription complex subunit 10
3859at7088	Complete	M06_B05_H10a	4363611	4380239	758.0	424	https://www.orthodb.org/v10?query=3859at7088	FERM domain-containing protein 5 isoform X1
3860at7088	Complete	M16_B19_H14	7646680	7662026	544.6	290	https://www.orthodb.org/v10?query=3860at7088	putative glycerol kinase 5
3864at7088	Complete	M18_B25_H08	2639111	2652546	903.0	436	https://www.orthodb.org/v10?query=3864at7088	serine/threonine-protein phosphatase 5
3865at7088	Complete	M23_B26_H19b	9796443	9805422	914.8	423	https://www.orthodb.org/v10?query=3865at7088	F-box/LRR-repeat protein 2 isoform X1
3866at7088	Complete	M29_B24b_H17b	279496	309529	794.4	428	https://www.orthodb.org/v10?query=3866at7088	T-complex protein 1 subunit eta
3869at7088	Complete	M09_B10_H20a	6777570	6782849	1051.6	523	https://www.orthodb.org/v10?query=3869at7088	NCK-interacting protein with SH3 domain
3870at7088	Complete	M06_B05_H10a	10373636	10392438	705.4	511	https://www.orthodb.org/v10?query=3870at7088	Putative zinc finger protein
3872at7088	Complete	M19_B21_H04	4350473	4362038	957.5	1223	https://www.orthodb.org/v10?query=3872at7088	uncharacterized protein LOC111003640
3873at7088	Complete	M15_B13_H17a	18198289	18206298	746.4	450	https://www.orthodb.org/v10?query=3873at7088	helicase POLQ-like
3874at7088	Complete	M10_B09_H06a	5206963	5220534	897.3	437	https://www.orthodb.org/v10?query=3874at7088	60S ribosomal export protein NMD3
3876at7088	Complete	M09_B10_H20a	14524367	14535196	427.4	299	https://www.orthodb.org/v10?query=3876at7088	NADPH oxidase 4-like
3879at7088	Complete	M02_B04_H01a	12979135	13001166	1244.3	571	https://www.orthodb.org/v10?query=3879at7088	ATP-dependent RNA helicase dbp2-like
3882at7088	Complete	M04_B12_H19a	16099654	16106250	817.1	430	https://www.orthodb.org/v10?query=3882at7088	probable ATP-dependent RNA helicase DDX28
